window,alpha,folds,mse
2,0.002714781867239066,64,4.111087293255322
2,0.002714781867239066,64,4.111087293255322
2,0.002714781867239066,64,4.111087293255322
2,0.002544617384863764,64,4.111087470146764
2,0.002544617384863764,64,4.111087470146764
2,0.002544617384863764,64,4.111087470146764
2,0.002544617384863764,64,4.111087470146764
2,0.002544617384863764,64,4.111087470146764
2,0.002385118934780594,64,4.111087636125157
2,0.002385118934780594,64,4.111087636125157
2,0.002385118934780594,64,4.111087636125157
2,0.002385118934780594,64,4.111087636125157
2,0.002385118934780594,64,4.111087636125157
2,0.0022356179624047783,64,4.111087791853521
2,0.0022356179624047783,64,4.111087791853521
2,0.0022356179624047783,64,4.111087791853521
2,0.0022356179624047783,64,4.111087791853521
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0020954878186343613,64,4.111087937955841
2,0.0019641411331843433,64,4.111088075019213
2,0.0019641411331843433,64,4.111088075019213
2,0.0019641411331843433,64,4.111088075019213
2,0.0019641411331843433,64,4.111088075019213
2,0.0019641411331843433,64,4.111088075019213
2,0.0019641411331843433,64,4.111088075019213
2,0.0018410273525621594,64,4.111088203595874
2,0.0018410273525621594,64,4.111088203595874
2,0.0017256304323646236,64,4.111088324205182
2,0.0017256304323646236,64,4.111088324205182
2,0.0017256304323646236,64,4.111088324205182
2,0.0017256304323646236,64,4.111088324205182
2,2.429641341360074,64,4.111088328369545
2,2.429641341360074,64,4.111088328369545
2,2.429641341360074,64,4.111088328369545
2,0.0016174666742233374,64,4.11108843733544
2,0.0016174666742233374,64,4.11108843733544
2,0.0016174666742233374,64,4.11108843733544
2,0.0016174666742233374,64,4.11108843733544
2,0.0016174666742233374,64,4.11108843733544
2,0.0016174666742233374,64,4.11108843733544
2,0.0015160826983319608,64,4.111088543445686
2,0.0015160826983319608,64,4.111088543445686
2,0.0015160826983319608,64,4.111088543445686
2,0.001421053543056891,64,4.111088642967372
2,0.001421053543056891,64,4.111088642967372
2,0.001421053543056891,64,4.111088642967372
2,0.001421053543056891,64,4.111088642967372
2,0.001421053543056891,64,4.111088642967372
2,0.001421053543056891,64,4.111088642967372
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0013319808836657373,64,4.1110887363059145
2,0.0012484913627071772,64,4.111088823842238
